metric,policy,baseline,interference_regime,load_regime,mean_diff,ci_lo,ci_hi,p_value,cohens_d,n,q_value,significant
violation_rate,static-high,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,drifting,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,heavy_tail_burst,high,-0.0002,-0.0008,0.0004,0.26,-0.0501,200,0.508235,False
violation_rate,SIT-no-IRBS,partition,heavy_tail_burst,high,-0.0005,-0.0011,0.0001,0.046,-0.1232,200,0.10377,False
violation_rate,SIT-no-safety,partition,heavy_tail_burst,high,-0.0006,-0.0013,-0.0001,0.014,-0.1536,200,0.033185,True
violation_rate,SIT-no-admission,partition,heavy_tail_burst,high,0.0001,-0.0005,0.0008,0.354,0.0302,200,0.657755,False
violation_rate,spread,partition,heavy_tail_burst,high,0.0001,-0.0007,0.0008,0.378,0.0229,200,0.692666,False
violation_rate,random,partition,heavy_tail_burst,high,-0.0002,-0.0009,0.0004,0.245,-0.0517,200,0.482737,False
violation_rate,round-robin,partition,heavy_tail_burst,high,-0.0003,-0.001,0.0003,0.2,-0.0593,200,0.406588,False
violation_rate,binpack-greedy,partition,heavy_tail_burst,high,-0.0004,-0.0011,0.0002,0.078,-0.099,200,0.170182,False
violation_rate,tail-greedy,partition,heavy_tail_burst,high,-0.0004,-0.0011,0.0002,0.097,-0.0923,200,0.207703,False
violation_rate,similarity-avoidance,partition,heavy_tail_burst,high,-0.0003,-0.0009,0.0003,0.187,-0.0709,200,0.384228,False
violation_rate,admission-only,partition,heavy_tail_burst,high,-0.0001,-0.0008,0.0006,0.38,-0.0243,200,0.695593,False
violation_rate,oracle,partition,heavy_tail_burst,high,-0.0002,-0.001,0.0004,0.244,-0.0501,200,0.481865,False
violation_rate,static-low,partition,heavy_tail_burst,high,-0.0005,-0.0011,0.0001,0.063,-0.1116,200,0.140108,False
violation_rate,static-high,partition,heavy_tail_burst,high,-0.0004,-0.001,0.0002,0.149,-0.0804,200,0.309834,False
violation_rate,k8s-hpa,partition,heavy_tail_burst,high,-0.0004,-0.001,0.0002,0.093,-0.0979,200,0.199881,False
violation_rate,k8s-default,partition,heavy_tail_burst,high,-0.0005,-0.0011,0.0001,0.069,-0.1075,200,0.152666,False
violation_rate,slurm-fcfs,partition,heavy_tail_burst,high,-0.0001,-0.0008,0.0006,0.426,-0.0164,200,0.760463,False
violation_rate,triton-proxy,partition,heavy_tail_burst,high,-0.0001,-0.0008,0.0005,0.35,-0.0258,200,0.651724,False
violation_rate,SIT-safe,partition,heavy_tail_burst,low,0.0,-0.0001,0.0002,0.357,0.0354,200,0.661196,False
violation_rate,SIT-no-IRBS,partition,heavy_tail_burst,low,0.0002,0.0,0.0004,0.024,0.1402,200,0.055444,False
violation_rate,SIT-no-safety,partition,heavy_tail_burst,low,0.0,-0.0001,0.0002,0.455,0.0183,200,0.800652,False
violation_rate,SIT-no-admission,partition,heavy_tail_burst,low,0.0,-0.0001,0.0002,0.413,0.0196,200,0.740315,False
violation_rate,spread,partition,heavy_tail_burst,low,0.0,-0.0001,0.0001,0.544,0.0,200,0.931647,False
violation_rate,random,partition,heavy_tail_burst,low,0.0001,-0.0001,0.0003,0.237,0.0668,200,0.470191,False
violation_rate,round-robin,partition,heavy_tail_burst,low,0.0001,-0.0001,0.0002,0.208,0.0709,200,0.419888,False
violation_rate,binpack-greedy,partition,heavy_tail_burst,low,0.0001,-0.0001,0.0002,0.264,0.0515,200,0.514309,False
violation_rate,tail-greedy,partition,heavy_tail_burst,low,0.0001,-0.0001,0.0002,0.243,0.0589,200,0.480439,False
violation_rate,similarity-avoidance,partition,heavy_tail_burst,low,0.0001,-0.0001,0.0002,0.256,0.0515,200,0.501551,False
violation_rate,admission-only,partition,heavy_tail_burst,low,0.0001,-0.0,0.0003,0.069,0.1086,200,0.152862,False
violation_rate,oracle,partition,heavy_tail_burst,low,0.0,-0.0001,0.0002,0.472,0.0183,200,0.826359,False
violation_rate,static-low,partition,heavy_tail_burst,low,0.0001,-0.0,0.0003,0.092,0.1086,200,0.197978,False
violation_rate,static-high,partition,heavy_tail_burst,low,0.0,-0.0001,0.0002,0.449,0.0183,200,0.794951,False
violation_rate,k8s-hpa,partition,heavy_tail_burst,low,0.0001,-0.0001,0.0002,0.199,0.0668,200,0.405509,False
violation_rate,k8s-default,partition,heavy_tail_burst,low,0.0001,-0.0,0.0003,0.077,0.1086,200,0.168639,False
violation_rate,slurm-fcfs,partition,heavy_tail_burst,low,0.0001,-0.0,0.0003,0.073,0.1038,200,0.160285,False
violation_rate,triton-proxy,partition,heavy_tail_burst,low,0.0001,-0.0001,0.0003,0.115,0.0953,200,0.242637,False
violation_rate,SIT-safe,partition,heavy_tail_burst,medium,-0.0004,-0.0009,0.0,0.033,-0.1306,200,0.075329,False
violation_rate,SIT-no-IRBS,partition,heavy_tail_burst,medium,-0.0003,-0.0008,0.0001,0.063,-0.1059,200,0.140289,False
violation_rate,SIT-no-safety,partition,heavy_tail_burst,medium,-0.0003,-0.0008,0.0001,0.082,-0.0908,200,0.17801,False
violation_rate,SIT-no-admission,partition,heavy_tail_burst,medium,0.0,-0.0005,0.0005,0.45,0.0123,200,0.795906,False
violation_rate,spread,partition,heavy_tail_burst,medium,-0.0004,-0.0009,0.0001,0.052,-0.1211,200,0.116848,False
violation_rate,random,partition,heavy_tail_burst,medium,-0.0005,-0.0009,-0.0001,0.017,-0.1509,200,0.040076,True
violation_rate,round-robin,partition,heavy_tail_burst,medium,-0.0001,-0.0006,0.0003,0.308,-0.0377,200,0.587444,False
violation_rate,binpack-greedy,partition,heavy_tail_burst,medium,-0.0004,-0.0009,0.0001,0.046,-0.1188,200,0.103635,False
violation_rate,tail-greedy,partition,heavy_tail_burst,medium,-0.0004,-0.0009,-0.0,0.024,-0.1377,200,0.055518,False
violation_rate,similarity-avoidance,partition,heavy_tail_burst,medium,-0.0003,-0.0007,0.0002,0.127,-0.0825,200,0.266654,False
violation_rate,admission-only,partition,heavy_tail_burst,medium,-0.0005,-0.0009,-0.0,0.017,-0.1419,200,0.039967,True
violation_rate,oracle,partition,heavy_tail_burst,medium,-0.0005,-0.001,-0.0001,0.009,-0.1668,200,0.021421,True
violation_rate,static-low,partition,heavy_tail_burst,medium,-0.0005,-0.001,-0.0001,0.007,-0.1614,200,0.016684,True
violation_rate,static-high,partition,heavy_tail_burst,medium,-0.0002,-0.0007,0.0003,0.195,-0.0674,200,0.399242,False
violation_rate,k8s-hpa,partition,heavy_tail_burst,medium,-0.0003,-0.0008,0.0001,0.114,-0.0933,200,0.240822,False
violation_rate,k8s-default,partition,heavy_tail_burst,medium,-0.0003,-0.0008,0.0002,0.12,-0.0961,200,0.25257,False
violation_rate,slurm-fcfs,partition,heavy_tail_burst,medium,-0.0006,-0.001,-0.0003,0.001,-0.2171,200,0.008816,True
violation_rate,triton-proxy,partition,heavy_tail_burst,medium,-0.0004,-0.0008,0.0001,0.049,-0.107,200,0.11025,False
violation_rate,SIT-safe,partition,heavy_tail_burst,saturation,-0.0004,-0.0012,0.0004,0.174,-0.0634,200,0.359226,False
violation_rate,SIT-no-IRBS,partition,heavy_tail_burst,saturation,-0.0,-0.0007,0.0008,0.515,-0.0004,200,0.884612,False
violation_rate,SIT-no-safety,partition,heavy_tail_burst,saturation,-0.0002,-0.0011,0.0007,0.35,-0.0284,200,0.651023,False
violation_rate,SIT-no-admission,partition,heavy_tail_burst,saturation,-0.0003,-0.0011,0.0005,0.257,-0.0448,200,0.50294,False
violation_rate,spread,partition,heavy_tail_burst,saturation,-0.0005,-0.0014,0.0002,0.152,-0.0835,200,0.315692,False
violation_rate,random,partition,heavy_tail_burst,saturation,0.0001,-0.0009,0.001,0.501,0.012,200,0.864,False
violation_rate,round-robin,partition,heavy_tail_burst,saturation,-0.0003,-0.0011,0.0006,0.283,-0.0484,200,0.545177,False
violation_rate,binpack-greedy,partition,heavy_tail_burst,saturation,-0.0002,-0.0011,0.0007,0.345,-0.0289,200,0.647296,False
violation_rate,tail-greedy,partition,heavy_tail_burst,saturation,-0.0002,-0.001,0.0006,0.406,-0.0258,200,0.731562,False
violation_rate,similarity-avoidance,partition,heavy_tail_burst,saturation,-0.0005,-0.0012,0.0003,0.078,-0.1004,200,0.170397,False
violation_rate,admission-only,partition,heavy_tail_burst,saturation,-0.0004,-0.0012,0.0005,0.194,-0.0577,200,0.397665,False
violation_rate,oracle,partition,heavy_tail_burst,saturation,-0.0007,-0.0014,0.0,0.028,-0.1402,200,0.06417,False
violation_rate,static-low,partition,heavy_tail_burst,saturation,-0.0007,-0.0014,-0.0,0.017,-0.1407,200,0.040022,True
violation_rate,static-high,partition,heavy_tail_burst,saturation,-0.0003,-0.001,0.0005,0.218,-0.0604,200,0.436,False
violation_rate,k8s-hpa,partition,heavy_tail_burst,saturation,-0.0005,-0.0012,0.0003,0.138,-0.0835,200,0.288,False
violation_rate,k8s-default,partition,heavy_tail_burst,saturation,-0.0003,-0.0011,0.0006,0.268,-0.0535,200,0.520342,False
violation_rate,slurm-fcfs,partition,heavy_tail_burst,saturation,-0.0001,-0.001,0.0008,0.386,-0.0223,200,0.703595,False
violation_rate,triton-proxy,partition,heavy_tail_burst,saturation,-0.0003,-0.0011,0.0005,0.238,-0.0533,200,0.471633,False
violation_rate,SIT-safe,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,iid_noise,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,iid_noise,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,iid_noise,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,iid_noise,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,partial_obs,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,partial_obs,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,partial_obs,medium,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,partial_obs,saturation,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-default,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,slurm-fcfs,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,triton-proxy,partition,structured,high,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-safe,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-IRBS,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-safety,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,SIT-no-admission,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,spread,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,random,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,round-robin,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,binpack-greedy,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,tail-greedy,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,similarity-avoidance,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,admission-only,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,oracle,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-low,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,static-high,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
violation_rate,k8s-hpa,partition,structured,low,0.0,0.0,0.0,1.0,0.0,200,1.0,False
